0.000000 0.000000 1.000000 1.000000 0.000000
0.050847 0.000000 2.129185 0.000000 0.000000
0.101695 0.000000 3.602972 0.000000 0.000000
0.152542 0.000000 3.462954 0.000000 0.000000
0.203390 0.000000 3.564724 0.000000 0.000000
0.254237 0.000000 3.617071 0.000000 0.000000
0.305085 0.000000 3.679414 0.000000 0.000000
0.355932 0.000000 3.741682 0.000000 0.000000
0.406780 0.000000 3.807384 0.000000 0.000000
0.457627 0.000000 3.870118 0.000000 0.000000
0.508475 0.000000 3.926590 0.000000 0.000000
0.559322 0.000000 3.974368 0.000000 0.000000
0.610169 0.000000 4.011129 0.000000 0.000000
0.661017 0.000000 4.029688 0.000000 0.000000
0.711864 0.000000 4.023086 0.000000 0.000000
0.762712 0.000000 3.972637 0.000000 0.000000
0.813559 0.000000 3.864527 0.000000 0.000000
0.864407 0.000000 3.662205 0.000000 0.000000
0.915254 0.000000 3.313766 0.000000 0.000000
0.966102 0.000000 1.000000 0.000000 0.000000
1.016949 0.000000
1.067797 0.000000
1.118644 0.000000
1.169492 0.000000
1.220339 0.000000
1.271186 0.000000
1.322034 0.000000
1.372881 0.000000
1.423729 0.000000
1.474576 0.000000
1.525424 0.000000
1.576271 0.000000
1.627119 0.000000
1.677966 0.000000
1.728814 0.000000
1.779661 0.000000
1.830508 0.000000
1.881356 0.000000
1.932203 0.000000
1.983051 0.000000
2.033898 0.000000 1.000260 0.000000 0.000000
2.084746 0.000000 1.000276 -0.000056 -0.000844
2.135593 0.000000 1.000260 -0.000085 -0.001605
2.186441 0.000000 1.000231 -0.000090 -0.002272
2.237288 0.000000 1.000202 -0.000072 -0.002839
2.288136 0.000000 1.000180 -0.000036 -0.003301
2.338983 0.000000 1.000168 0.000015 -0.003657
2.389831 0.000000 1.000168 0.000074 -0.003907
2.440678 0.000000 1.000179 0.000137 -0.004055
2.491525 0.000000 1.000200 0.000199 -0.004104
2.542373 0.000000 1.000231 0.000254 -0.004059
2.593220 0.000000 1.000268 0.000299 -0.003927
2.644068 0.000000 1.000310 0.000330 -0.003711
2.694915 0.000000 1.000354 0.000345 -0.003416
2.745763 0.000000 1.000400 0.000341 -0.003045
2.796610 0.000000 1.000444 0.000317 -0.002596
2.847458 0.000000 1.000485 0.000273 -0.002069
2.898305 0.000000 1.000517 0.000205 -0.001461
2.949153 0.000000 1.000535 0.000115 -0.000770
3.000000 0.000000 1.000517 0.000000 0.000000

0.000000 0.050847 1.000000 1.000000 0.000000
0.050847 0.050847 2.886201 0.263309 0.004604
0.101695 0.050847 4.173169 0.102622 -0.010612
0.152542 0.050847 3.710969 0.104171 -0.024825
0.203390 0.050847 3.806851 0.071258 -0.030875
0.254237 0.050847 3.782053 0.056967 -0.040421
0.305085 0.050847 3.814127 0.045957 -0.047657
0.355932 0.050847 3.843645 0.040643 -0.053199
0.406780 0.050847 3.880576 0.038433 -0.057600
0.457627 0.050847 3.917153 0.038720 -0.061740
0.508475 0.050847 3.951930 0.040727 -0.066232
0.559322 0.050847 3.980473 0.043791 -0.071683
0.610169 0.050847 4.003059 0.047629 -0.078532
0.661017 0.050847 4.009785 0.051819 -0.087421
0.711864 0.050847 4.006346 0.056875 -0.098218
0.762712 0.050847 3.968453 0.062690 -0.110586
0.813559 0.050847 3.910553 0.069923 -0.121021
0.864407 0.050847 3.776799 0.074673 -0.122966
0.915254 0.050847 3.599381 0.066270 -0.098501
0.966102 0.050847 3.237310 0.000000 0.000000
1.016949 0.050847
1.067797 0.050847
1.118644 0.050847
1.169492 0.050847
1.220339 0.050847
1.271186 0.050847
1.322034 0.050847
1.372881 0.050847
1.423729 0.050847
1.474576 0.050847
1.525424 0.050847
1.576271 0.050847
1.627119 0.050847
1.677966 0.050847
1.728814 0.050847
1.779661 0.050847
1.830508 0.050847
1.881356 0.050847
1.932203 0.050847
1.983051 0.050847
2.033898 0.050847 1.000260 0.000000 0.000000
2.084746 0.050847 1.000276 -0.000056 -0.000844
2.135593 0.050847 1.000260 -0.000085 -0.001605
2.186441 0.050847 1.000231 -0.000090 -0.002272
2.237288 0.050847 1.000202 -0.000072 -0.002839
2.288136 0.050847 1.000180 -0.000036 -0.003301
2.338983 0.050847 1.000168 0.000015 -0.003657
2.389831 0.050847 1.000168 0.000074 -0.003907
2.440678 0.050847 1.000179 0.000137 -0.004055
2.491525 0.050847 1.000200 0.000199 -0.004104
2.542373 0.050847 1.000231 0.000254 -0.004059
2.593220 0.050847 1.000268 0.000299 -0.003927
2.644068 0.050847 1.000310 0.000330 -0.003711
2.694915 0.050847 1.000354 0.000345 -0.003416
2.745763 0.050847 1.000400 0.000341 -0.003045
2.796610 0.050847 1.000444 0.000317 -0.002596
2.847458 0.050847 1.000485 0.000273 -0.002069
2.898305 0.050847 1.000517 0.000205 -0.001461
2.949153 0.050847 1.000535 0.000115 -0.000770
3.000000 0.050847 1.000517 0.000000 0.000000

0.000000 0.101695 1.000000 1.000000 0.000000
0.050847 0.101695 2.302584 0.364010 0.040626
0.101695 0.101695 3.725058 0.150723 0.006003
0.152542 0.101695 3.564972 0.150684 -0.037599
0.203390 0.101695 3.584487 0.122288 -0.054777
0.254237 0.101695 3.647416 0.101123 -0.077982
0.305085 0.101695 3.700092 0.089275 -0.094527
0.355932 0.101695 3.749510 0.082972 -0.107116
0.406780 0.101695 3.797277 0.080245 -0.117423
0.457627 0.101695 3.843493 0.080143 -0.126927
0.508475 0.101695 3.886089 0.081669 -0.136625
0.559322 0.101695 3.924441 0.083805 -0.147687
0.610169 0.101695 3.956167 0.085668 -0.161040
0.661017 0.101695 3.982668 0.086827 -0.177567
0.711864 0.101695 3.998393 0.087401 -0.196982
0.762712 0.101695 4.006247 0.088158 -0.217180
0.813559 0.101695 3.992212 0.089704 -0.231030
0.864407 0.101695 3.952382 0.089488 -0.223318
0.915254 0.101695 3.840098 0.074989 -0.165163
0.966102 0.101695 3.578214 0.000000 0.000000
1.016949 0.101695
1.067797 0.101695
1.118644 0.101695
1.169492 0.101695
1.220339 0.101695
1.271186 0.101695
1.322034 0.101695
1.372881 0.101695
1.423729 0.101695
